path,width,height,mode,format
..\data\raw\img13844_D.jpg,1756,1158,RGB,JPEG
..\data\raw\img13845_single.jpg,2914,2470,RGB,JPEG
..\data\raw\img13846_B.jpg,1225,1369,RGB,JPEG
..\data\raw\img13846_B_2.jpg,1632,1367,RGB,JPEG
..\data\raw\img13847_A.jpg,1424,1164,RGB,JPEG
..\data\raw\img13847_B.jpg,1409,1165,RGB,JPEG
..\data\raw\img13848_single.jpg,2913,1991,RGB,JPEG
..\data\raw\img13849_A.jpg,1451,1359,RGB,JPEG
..\data\raw\img13849_B.jpg,1407,1104,RGB,JPEG
..\data\raw\img1384_A.jpg,1267,952,RGB,JPEG
..\data\raw\img1384_B.jpg,1250,942,RGB,JPEG
..\data\raw\img1384_C.jpg,1235,970,RGB,JPEG
..\data\raw\img1384_C_2.jpg,1229,967,RGB,JPEG
..\data\raw\img1384_D.jpg,1229,967,RGB,JPEG
..\data\raw\img1384_D_2.jpg,1235,970,RGB,JPEG
..\data\raw\img13850_single.jpg,1666,1283,RGB,JPEG
..\data\raw\img13851_single.jpg,3332,1861,RGB,JPEG
..\data\raw\img13852_single.jpg,1793,1163,RGB,JPEG
..\data\raw\img13853_A.jpg,2921,673,RGB,JPEG
..\data\raw\img13853_B.jpg,1918,1033,RGB,JPEG
..\data\raw\img13854_A.jpg,1245,872,RGB,JPEG
..\data\raw\img13854_B.jpg,1242,872,RGB,JPEG
..\data\raw\img13855_single.jpg,2091,1044,RGB,JPEG
..\data\raw\img13856_A.jpg,1090,720,RGB,JPEG
..\data\raw\img13856_B.jpg,1076,722,RGB,JPEG
..\data\raw\img13857_A.jpg,1320,1327,RGB,JPEG
..\data\raw\img13857_B.jpg,1518,1329,RGB,JPEG
..\data\raw\img13858_A.jpg,1239,825,RGB,JPEG
..\data\raw\img13858_B.jpg,1077,826,RGB,JPEG
..\data\raw\img13859_A.jpg,788,1048,RGB,JPEG
..\data\raw\img13859_B.jpg,812,1073,RGB,JPEG
..\data\raw\img13859_C.jpg,771,1132,RGB,JPEG
..\data\raw\img13859_D.jpg,822,1113,RGB,JPEG
..\data\raw\img13859_D_2.jpg,771,1132,RGB,JPEG
..\data\raw\img1385_A.jpg,1485,1402,RGB,JPEG
..\data\raw\img1385_B.jpg,822,945,RGB,JPEG
..\data\raw\img1385_C.jpg,706,923,RGB,JPEG
..\data\raw\img13860_A.jpg,2077,1014,RGB,JPEG
..\data\raw\img13860_B.jpg,2088,1032,RGB,JPEG
..\data\raw\img13861_single.jpg,2091,1067,RGB,JPEG
..\data\raw\img13862_single.jpg,1499,1792,RGB,JPEG
..\data\raw\img13863_single.jpg,1666,2126,RGB,JPEG
..\data\raw\img13864_A.jpg,1498,930,RGB,JPEG
..\data\raw\img13864_B.jpg,1497,707,RGB,JPEG
..\data\raw\img13864_C.jpg,1498,695,RGB,JPEG
..\data\raw\img13865_A.jpg,1094,1118,RGB,JPEG
..\data\raw\img13865_B.jpg,1290,1126,RGB,JPEG
..\data\raw\img13865_C.jpg,1205,1110,RGB,JPEG
..\data\raw\img13865_D.jpg,1250,1098,RGB,JPEG
..\data\raw\img13866_A.jpg,1029,1006,RGB,JPEG
..\data\raw\img13866_A_2.jpg,1797,1033,RGB,JPEG
..\data\raw\img13866_B.jpg,1797,1033,RGB,JPEG
..\data\raw\img13866_C.jpg,1044,1039,RGB,JPEG
..\data\raw\img13866_D.jpg,1775,1028,RGB,JPEG
..\data\raw\img13866_E.jpg,1019,1024,RGB,JPEG
..\data\raw\img13866_E_2.jpg,1031,1061,RGB,JPEG
..\data\raw\img13866_F.jpg,1777,1062,RGB,JPEG
..\data\raw\img13866_G.jpg,1031,1061,RGB,JPEG
..\data\raw\img13866_H.jpg,1761,1096,RGB,JPEG
..\data\raw\img13866_H_2.jpg,1783,1085,RGB,JPEG
..\data\raw\img13867_A.jpg,1534,1277,RGB,JPEG
..\data\raw\img13867_B.jpg,1550,1297,RGB,JPEG
..\data\raw\img13867_C.jpg,1513,1261,RGB,JPEG
..\data\raw\img13867_D.jpg,1494,1276,RGB,JPEG
..\data\raw\img13868_A.jpg,1514,1227,RGB,JPEG
..\data\raw\img13868_B.jpg,1391,1228,RGB,JPEG
..\data\raw\img13869_A.jpg,1098,831,RGB,JPEG
..\data\raw\img13869_B.jpg,1085,824,RGB,JPEG
..\data\raw\img13869_C.jpg,1114,824,RGB,JPEG
..\data\raw\img13869_D.jpg,1055,967,RGB,JPEG
..\data\raw\img13869_E.jpg,1087,968,RGB,JPEG
..\data\raw\img13869_F.jpg,1067,969,RGB,JPEG
..\data\raw\img1386_single.jpg,1483,838,RGB,JPEG
..\data\raw\img13870_A.jpg,769,998,RGB,JPEG
..\data\raw\img13870_B.jpg,757,931,RGB,JPEG
..\data\raw\img13871_A.jpg,3323,1053,RGB,JPEG
..\data\raw\img13871_C.jpg,1029,754,RGB,JPEG
..\data\raw\img13871_D.jpg,974,767,RGB,JPEG
..\data\raw\img13871_F.jpg,1039,698,RGB,JPEG
..\data\raw\img13871_F_2.jpg,1048,684,RGB,JPEG
..\data\raw\img13871_G.jpg,1000,1977,RGB,JPEG
..\data\raw\img13872_A.jpg,1495,1514,RGB,JPEG
..\data\raw\img13872_B.jpg,1492,856,RGB,JPEG
..\data\raw\img13873_A.jpg,2100,2481,RGB,JPEG
..\data\raw\img13873_B.jpg,2098,1882,RGB,JPEG
..\data\raw\img13874_A.jpg,1429,1861,RGB,JPEG
..\data\raw\img13874_B.jpg,1699,1644,RGB,JPEG
..\data\raw\img13874_C.jpg,1820,779,RGB,JPEG
..\data\raw\img13875_A.jpg,2413,1667,RGB,JPEG
..\data\raw\img13875_B.jpg,2182,1121,RGB,JPEG
..\data\raw\img13875_C.jpg,2165,1340,RGB,JPEG
..\data\raw\img13876_A.jpg,2244,1708,RGB,JPEG
..\data\raw\img13876_B.jpg,2245,1627,RGB,JPEG
..\data\raw\img13877_A.jpg,716,521,RGB,JPEG
..\data\raw\img13877_B.jpg,776,590,RGB,JPEG
..\data\raw\img13877_D.jpg,751,170,RGB,JPEG
..\data\raw\img13878_A.jpg,1257,1023,RGB,JPEG
..\data\raw\img13878_A_2.jpg,1267,1056,RGB,JPEG
..\data\raw\img13878_B.jpg,1270,1038,RGB,JPEG
..\data\raw\img13878_B_2.jpg,1267,1056,RGB,JPEG
..\data\raw\img13878_C.jpg,1237,1014,RGB,JPEG
..\data\raw\img13878_D.jpg,1212,1021,RGB,JPEG
..\data\raw\img13878_D_2.jpg,1232,1031,RGB,JPEG
..\data\raw\img13878_E.jpg,1263,1203,RGB,JPEG
..\data\raw\img13878_E_2.jpg,1237,1014,RGB,JPEG
..\data\raw\img13878_G.jpg,1250,1133,RGB,JPEG
..\data\raw\img13878_G_2.jpg,1232,1031,RGB,JPEG
..\data\raw\img13878_G_3.jpg,1263,1203,RGB,JPEG
..\data\raw\img13878_H.jpg,1250,1133,RGB,JPEG
..\data\raw\img13879_A.jpg,1678,1336,RGB,JPEG
..\data\raw\img13879_B.jpg,1674,1595,RGB,JPEG
..\data\raw\img1387_A.jpg,1973,1268,RGB,JPEG
..\data\raw\img1387_B.jpg,1349,1119,RGB,JPEG
..\data\raw\img1387_B_2.jpg,1973,1268,RGB,JPEG
..\data\raw\img13880_A.jpg,799,1623,RGB,JPEG
..\data\raw\img13880_B.jpg,886,1633,RGB,JPEG
..\data\raw\img13880_C.jpg,2911,1209,RGB,JPEG
..\data\raw\img13881_A.jpg,1663,1245,RGB,JPEG
..\data\raw\img13881_B.jpg,1663,1495,RGB,JPEG
..\data\raw\img13881_B_2.jpg,1663,1402,RGB,JPEG
..\data\raw\img13882_A.jpg,1655,1181,RGB,JPEG
..\data\raw\img13882_B.jpg,1653,1395,RGB,JPEG
..\data\raw\img13882_B_2.jpg,1657,1494,RGB,JPEG
..\data\raw\img13883_A.jpg,1635,1118,RGB,JPEG
..\data\raw\img13883_B.jpg,1634,1475,RGB,JPEG
..\data\raw\img13884_single.jpg,1641,1177,RGB,JPEG
..\data\raw\img13885_single.jpg,1665,1190,RGB,JPEG
..\data\raw\img13886_A.jpg,1608,1227,RGB,JPEG
..\data\raw\img13886_B.jpg,1607,1505,RGB,JPEG
..\data\raw\img13886_B_2.jpg,1609,1286,RGB,JPEG
..\data\raw\img13887_single.jpg,1637,1213,RGB,JPEG
..\data\raw\img13888_single.jpg,1665,1186,RGB,JPEG
..\data\raw\img13889_single.jpg,1666,1233,RGB,JPEG
..\data\raw\img1388_A.jpg,1025,899,RGB,JPEG
..\data\raw\img1388_B.jpg,1075,930,RGB,JPEG
..\data\raw\img1388_C.jpg,1029,907,RGB,JPEG
..\data\raw\img1388_C_2.jpg,1050,907,RGB,JPEG
..\data\raw\img1388_D.jpg,1050,907,RGB,JPEG
..\data\raw\img1388_D_2.jpg,1008,1846,RGB,JPEG
..\data\raw\img1388_E.jpg,1088,1944,RGB,JPEG
..\data\raw\img1388_G.jpg,1026,1985,RGB,JPEG
..\data\raw\img13890_A.jpg,1408,1101,RGB,JPEG
..\data\raw\img13890_B.jpg,1389,1032,RGB,JPEG
..\data\raw\img13890_C.jpg,1416,1144,RGB,JPEG
..\data\raw\img13891_A.jpg,1312,1065,RGB,JPEG
..\data\raw\img13891_B.jpg,1275,1090,RGB,JPEG
..\data\raw\img13891_C.jpg,1271,1074,RGB,JPEG
..\data\raw\img13891_D.jpg,1263,1085,RGB,JPEG
..\data\raw\img13891_E.jpg,1288,1085,RGB,JPEG
..\data\raw\img13891_F.jpg,1280,1067,RGB,JPEG
..\data\raw\img13891_G.jpg,1296,1059,RGB,JPEG
..\data\raw\img13892_A.jpg,1609,1465,RGB,JPEG
..\data\raw\img13892_B.jpg,924,1466,RGB,JPEG
..\data\raw\img13892_C.jpg,884,1464,RGB,JPEG
..\data\raw\img13893_A.jpg,1412,1228,RGB,JPEG
..\data\raw\img13893_B.jpg,1535,1229,RGB,JPEG
..\data\raw\img13894_A.jpg,1017,1338,RGB,JPEG
..\data\raw\img13894_B.jpg,1225,1339,RGB,JPEG
..\data\raw\img13894_C.jpg,1267,791,RGB,JPEG
..\data\raw\img13894_D.jpg,1259,547,RGB,JPEG
..\data\raw\img13895_A.jpg,2234,1345,RGB,JPEG
..\data\raw\img13895_B.jpg,2229,1372,RGB,JPEG
..\data\raw\img13896_A.jpg,806,896,RGB,JPEG
..\data\raw\img13896_B.jpg,819,893,RGB,JPEG
..\data\raw\img13896_C.jpg,805,915,RGB,JPEG
..\data\raw\img13896_D.jpg,787,938,RGB,JPEG
..\data\raw\img13896_D_2.jpg,809,947,RGB,JPEG
..\data\raw\img13896_E.jpg,809,947,RGB,JPEG
..\data\raw\img13897_A.jpg,1154,1044,RGB,JPEG
..\data\raw\img13897_B.jpg,1210,1026,RGB,JPEG
..\data\raw\img13897_C.jpg,1125,1013,RGB,JPEG
..\data\raw\img13897_D.jpg,1184,1063,RGB,JPEG
..\data\raw\img13898_A.jpg,564,714,RGB,JPEG
..\data\raw\img13898_B.jpg,649,713,RGB,JPEG
..\data\raw\img13898_B_2.jpg,660,713,RGB,JPEG
..\data\raw\img13898_C.jpg,642,714,RGB,JPEG
..\data\raw\img13898_D.jpg,535,714,RGB,JPEG
..\data\raw\img13899_A.jpg,749,1027,RGB,JPEG
..\data\raw\img13899_B.jpg,759,1027,RGB,JPEG
..\data\raw\img13899_B_2.jpg,749,1027,RGB,JPEG
..\data\raw\img1389_A.jpg,1645,1034,RGB,JPEG
..\data\raw\img1389_B.jpg,1645,1337,RGB,JPEG
..\data\raw\img138_A.jpg,1562,1189,RGB,JPEG
..\data\raw\img138_B.jpg,1695,1206,RGB,JPEG
..\data\raw\img138_C.jpg,2276,1114,RGB,JPEG
..\data\raw\img13900_A.jpg,712,1491,RGB,JPEG
..\data\raw\img13900_B.jpg,656,1488,RGB,JPEG
..\data\raw\img13900_C.jpg,684,1494,RGB,JPEG
..\data\raw\img13900_D.jpg,726,1497,RGB,JPEG
..\data\raw\img13901_single.jpg,1481,1172,RGB,JPEG
..\data\raw\img13902_single.jpg,1469,1171,RGB,JPEG
..\data\raw\img13903_A.jpg,1210,1544,RGB,JPEG
..\data\raw\img13903_B.jpg,837,1545,RGB,JPEG
..\data\raw\img13903_C.jpg,837,1545,RGB,JPEG
..\data\raw\img13904_single.jpg,1332,552,RGB,JPEG
..\data\raw\img13905_single.jpg,1658,1260,RGB,JPEG
..\data\raw\img13906_A.jpg,1459,1028,RGB,JPEG
..\data\raw\img13906_A_2.jpg,1464,1032,RGB,JPEG
..\data\raw\img13906_B.jpg,1474,1005,RGB,JPEG
..\data\raw\img13906_C.jpg,1893,1227,RGB,JPEG
..\data\raw\img13907_A.jpg,1555,1197,RGB,JPEG
..\data\raw\img13907_B.jpg,1513,1185,RGB,JPEG
..\data\raw\img13907_C.jpg,1513,1375,RGB,JPEG
..\data\raw\img13907_D.jpg,1393,1215,RGB,JPEG
..\data\raw\img13907_E.jpg,1392,1355,RGB,JPEG
..\data\raw\img13908_A.jpg,1158,820,RGB,JPEG
..\data\raw\img13908_B.jpg,1083,806,RGB,JPEG
..\data\raw\img13908_C.jpg,1140,824,RGB,JPEG
..\data\raw\img13908_C_2.jpg,1083,806,RGB,JPEG
..\data\raw\img13908_D.jpg,1705,1289,RGB,JPEG
..\data\raw\img13908_E.jpg,1691,1307,RGB,JPEG
..\data\raw\img13909_A.jpg,1484,1061,RGB,JPEG
..\data\raw\img13909_B.jpg,1450,1076,RGB,JPEG
..\data\raw\img13909_C.jpg,1471,1083,RGB,JPEG
..\data\raw\img1390_A.jpg,775,931,RGB,JPEG
..\data\raw\img1390_B.jpg,799,933,RGB,JPEG
..\data\raw\img13910_single.jpg,2991,1392,RGB,JPEG
..\data\raw\img13911_single.jpg,2243,1468,RGB,JPEG
..\data\raw\img13912_single.jpg,2243,1453,RGB,JPEG
..\data\raw\img13913_A.jpg,642,655,RGB,JPEG
..\data\raw\img13913_B.jpg,641,654,RGB,JPEG
..\data\raw\img13913_C.jpg,658,635,RGB,JPEG
..\data\raw\img13913_D.jpg,640,646,RGB,JPEG
..\data\raw\img13914_D.jpg,806,1448,RGB,JPEG
..\data\raw\img13915_A.jpg,1508,1998,RGB,JPEG
..\data\raw\img13915_B.jpg,1607,2017,RGB,JPEG
..\data\raw\img13916_A.jpg,1021,731,RGB,JPEG
..\data\raw\img13916_B.jpg,1047,738,RGB,JPEG
..\data\raw\img13916_C.jpg,1011,993,RGB,JPEG
..\data\raw\img13917_single.jpg,3164,2747,RGB,JPEG
..\data\raw\img13918_single.jpg,3156,2740,RGB,JPEG
..\data\raw\img13919_single.jpg,3165,2876,RGB,JPEG
..\data\raw\img1391_single.jpg,1647,1127,RGB,JPEG
..\data\raw\img13920_single.jpg,3165,2876,RGB,JPEG
..\data\raw\img13921_A.jpg,3176,1463,RGB,JPEG
..\data\raw\img13921_B.jpg,3173,1151,RGB,JPEG
..\data\raw\img13922_A.jpg,1094,790,RGB,JPEG
..\data\raw\img13922_B.jpg,1037,805,RGB,JPEG
..\data\raw\img13922_C.jpg,1031,799,RGB,JPEG
..\data\raw\img13922_D.jpg,1052,1086,RGB,JPEG
..\data\raw\img13922_E.jpg,1086,1014,RGB,JPEG
..\data\raw\img13922_F.jpg,1017,785,RGB,JPEG
..\data\raw\img13923_A.jpg,522,402,RGB,JPEG
..\data\raw\img13923_B.jpg,531,407,RGB,JPEG
..\data\raw\img13923_C.jpg,570,896,RGB,JPEG
..\data\raw\img13923_E.jpg,559,405,RGB,JPEG
..\data\raw\img13923_E_2.jpg,592,893,RGB,JPEG
..\data\raw\img13923_F.jpg,530,392,RGB,JPEG
..\data\raw\img13923_G.jpg,532,474,RGB,JPEG
..\data\raw\img13923_H.jpg,533,483,RGB,JPEG
..\data\raw\img13923_I.jpg,515,458,RGB,JPEG
..\data\raw\img13923_L.jpg,534,462,RGB,JPEG
..\data\raw\img13924_single.jpg,1691,1132,RGB,JPEG
..\data\raw\img13925_A.jpg,699,478,RGB,JPEG
..\data\raw\img13925_B.jpg,691,479,RGB,JPEG
..\data\raw\img13925_B_2.jpg,609,942,RGB,JPEG
..\data\raw\img13925_C.jpg,609,942,RGB,JPEG
..\data\raw\img13926_A.jpg,945,646,RGB,JPEG
..\data\raw\img13926_B.jpg,1152,647,RGB,JPEG
..\data\raw\img13927_A.jpg,831,796,RGB,JPEG
..\data\raw\img13927_B.jpg,1363,786,RGB,JPEG
..\data\raw\img13928_A.jpg,1425,496,RGB,JPEG
..\data\raw\img13928_B.jpg,680,489,RGB,JPEG
..\data\raw\img13928_C.jpg,701,477,RGB,JPEG
..\data\raw\img13928_D.jpg,1395,518,RGB,JPEG
..\data\raw\img13928_E.jpg,685,505,RGB,JPEG
..\data\raw\img13928_F.jpg,686,512,RGB,JPEG
..\data\raw\img13929_A.jpg,1178,242,RGB,JPEG
..\data\raw\img13929_B.jpg,1192,229,RGB,JPEG
..\data\raw\img13929_C.jpg,1215,204,RGB,JPEG
..\data\raw\img13929_C_2.jpg,1197,197,RGB,JPEG
..\data\raw\img1392_A.jpg,1554,898,RGB,JPEG
..\data\raw\img1392_B.jpg,1540,933,RGB,JPEG
..\data\raw\img1392_C.jpg,1541,904,RGB,JPEG
..\data\raw\img1392_C_2.jpg,1552,951,RGB,JPEG
..\data\raw\img1392_C_3.jpg,1497,905,RGB,JPEG
..\data\raw\img1392_D.jpg,1497,905,RGB,JPEG
..\data\raw\img1392_D_2.jpg,1200,1102,RGB,JPEG
..\data\raw\img1392_G.jpg,2027,1114,RGB,JPEG
..\data\raw\img13930_single.jpg,1666,1330,RGB,JPEG
..\data\raw\img13931_A.jpg,1410,1236,RGB,JPEG
..\data\raw\img13931_B.jpg,1452,1237,RGB,JPEG
..\data\raw\img13932_A.jpg,657,512,RGB,JPEG
..\data\raw\img13932_B.jpg,695,518,RGB,JPEG
..\data\raw\img13932_C.jpg,729,516,RGB,JPEG
..\data\raw\img13932_D.jpg,705,517,RGB,JPEG
..\data\raw\img13932_E.jpg,1185,820,RGB,JPEG
..\data\raw\img13932_F.jpg,1209,822,RGB,JPEG
..\data\raw\img13933_A.jpg,1932,1072,RGB,JPEG
..\data\raw\img13933_B.jpg,1914,1027,RGB,JPEG
..\data\raw\img13933_C.jpg,1929,2157,RGB,JPEG
..\data\raw\img13934_A.jpg,1325,883,RGB,JPEG
..\data\raw\img13934_B.jpg,1404,886,RGB,JPEG
..\data\raw\img13935_A.jpg,1481,1179,RGB,JPEG
..\data\raw\img13935_B.jpg,1368,1185,RGB,JPEG
..\data\raw\img13936_A.jpg,1075,1221,RGB,JPEG
..\data\raw\img13936_B.jpg,1087,1241,RGB,JPEG
..\data\raw\img13936_C.jpg,1215,1209,RGB,JPEG
..\data\raw\img13936_D.jpg,1044,1214,RGB,JPEG
..\data\raw\img13936_E.jpg,1113,1212,RGB,JPEG
..\data\raw\img13937_A.jpg,1097,1227,RGB,JPEG
..\data\raw\img13937_B.jpg,1104,1233,RGB,JPEG
..\data\raw\img13937_C.jpg,1155,1113,RGB,JPEG
..\data\raw\img13937_D.jpg,1147,1242,RGB,JPEG
..\data\raw\img13937_E.jpg,1172,1215,RGB,JPEG
..\data\raw\img13937_E_2.jpg,1214,1238,RGB,JPEG
..\data\raw\img13937_F.jpg,1167,1242,RGB,JPEG
..\data\raw\img13937_G.jpg,1214,1238,RGB,JPEG
..\data\raw\img13938_A.jpg,1688,1597,RGB,JPEG
..\data\raw\img13938_B.jpg,1705,1520,RGB,JPEG
..\data\raw\img13938_C.jpg,2058,1690,RGB,JPEG
..\data\raw\img13939_single.jpg,1666,1394,RGB,JPEG
..\data\raw\img1393_A.jpg,1683,1365,RGB,JPEG
..\data\raw\img1393_B.jpg,1517,1367,RGB,JPEG
..\data\raw\img13940_A.jpg,1414,1362,RGB,JPEG
..\data\raw\img13940_B.jpg,1547,1432,RGB,JPEG
..\data\raw\img13940_C.jpg,2994,1562,RGB,JPEG
..\data\raw\img13941_A.jpg,1443,2267,RGB,JPEG
..\data\raw\img13941_B.jpg,1553,804,RGB,JPEG
..\data\raw\img13941_C.jpg,1480,1495,RGB,JPEG
..\data\raw\img13942_A.jpg,1486,1449,RGB,JPEG
..\data\raw\img13942_B.jpg,1446,2326,RGB,JPEG
..\data\raw\img13942_C.jpg,1536,870,RGB,JPEG
..\data\raw\img13943_A.jpg,1418,2300,RGB,JPEG
..\data\raw\img13943_B.jpg,1575,805,RGB,JPEG
..\data\raw\img13943_C.jpg,1538,1544,RGB,JPEG
..\data\raw\img13944_single.jpg,1999,1825,RGB,JPEG
..\data\raw\img13945_single.jpg,1748,1853,RGB,JPEG
..\data\raw\img13946_A.jpg,1126,1028,RGB,JPEG
..\data\raw\img13946_B.jpg,1135,1030,RGB,JPEG
..\data\raw\img13947_A.jpg,1145,758,RGB,JPEG
..\data\raw\img13947_B.jpg,1158,761,RGB,JPEG
..\data\raw\img13947_C.jpg,1141,766,RGB,JPEG
..\data\raw\img13947_D.jpg,1142,770,RGB,JPEG
..\data\raw\img13948_A.jpg,1152,1223,RGB,JPEG
..\data\raw\img13948_B.jpg,1156,1230,RGB,JPEG
..\data\raw\img13948_C.jpg,1147,1227,RGB,JPEG
..\data\raw\img13948_D.jpg,1142,1233,RGB,JPEG
..\data\raw\img13949_A.jpg,1076,1324,RGB,JPEG
..\data\raw\img13949_B.jpg,1076,1330,RGB,JPEG
..\data\raw\img13949_C.jpg,1068,1417,RGB,JPEG
..\data\raw\img13949_D.jpg,1067,1419,RGB,JPEG
..\data\raw\img1394_A.jpg,1683,1634,RGB,JPEG
..\data\raw\img1394_B.jpg,1657,1635,RGB,JPEG
..\data\raw\img13950_A.jpg,1134,1117,RGB,JPEG
..\data\raw\img13950_B.jpg,1161,1118,RGB,JPEG
..\data\raw\img13951_A.jpg,1152,813,RGB,JPEG
..\data\raw\img13951_B.jpg,1154,817,RGB,JPEG
..\data\raw\img13951_C.jpg,1145,819,RGB,JPEG
..\data\raw\img13951_D.jpg,1143,827,RGB,JPEG
..\data\raw\img13952_A.jpg,1088,844,RGB,JPEG
..\data\raw\img13952_B.jpg,561,418,RGB,JPEG
..\data\raw\img13952_C.jpg,548,409,RGB,JPEG
..\data\raw\img13952_D.jpg,527,410,RGB,JPEG
..\data\raw\img13952_F.jpg,520,411,RGB,JPEG
..\data\raw\img13953_A.jpg,2896,829,RGB,JPEG
..\data\raw\img13953_B.jpg,2912,833,RGB,JPEG
..\data\raw\img13954_A.jpg,1313,1509,RGB,JPEG
..\data\raw\img13954_B.jpg,987,375,RGB,JPEG
..\data\raw\img13955_A.jpg,897,889,RGB,JPEG
..\data\raw\img13955_B.jpg,639,888,RGB,JPEG
..\data\raw\img13956_A.jpg,1461,1143,RGB,JPEG
..\data\raw\img13956_B.jpg,984,364,RGB,JPEG
..\data\raw\img13957_A.jpg,1143,881,RGB,JPEG
..\data\raw\img13957_B.jpg,1156,884,RGB,JPEG
..\data\raw\img13958_single.jpg,2166,1542,RGB,JPEG
..\data\raw\img13959_single.jpg,2663,1104,RGB,JPEG
..\data\raw\img1395_single.jpg,1647,1973,RGB,JPEG
..\data\raw\img13960_A.jpg,445,1279,RGB,JPEG
..\data\raw\img13960_B.jpg,422,1284,RGB,JPEG
..\data\raw\img13960_C.jpg,413,1284,RGB,JPEG
..\data\raw\img13961_A.jpg,839,623,RGB,JPEG
..\data\raw\img13961_B.jpg,816,624,RGB,JPEG
..\data\raw\img13961_C.jpg,812,623,RGB,JPEG
..\data\raw\img13961_D.jpg,829,621,RGB,JPEG
..\data\raw\img13961_E.jpg,831,625,RGB,JPEG
..\data\raw\img13961_F.jpg,818,674,RGB,JPEG
..\data\raw\img13961_G.jpg,841,682,RGB,JPEG
..\data\raw\img13961_H.jpg,819,619,RGB,JPEG
..\data\raw\img13961_I.jpg,826,654,RGB,JPEG
..\data\raw\img13962_A.jpg,858,850,RGB,JPEG
..\data\raw\img13962_B.jpg,879,888,RGB,JPEG
..\data\raw\img13962_C.jpg,869,882,RGB,JPEG
..\data\raw\img13962_D.jpg,862,870,RGB,JPEG
..\data\raw\img13962_E.jpg,858,881,RGB,JPEG
..\data\raw\img13962_F.jpg,852,883,RGB,JPEG
..\data\raw\img13963_A.jpg,870,853,RGB,JPEG
..\data\raw\img13963_B.jpg,881,891,RGB,JPEG
..\data\raw\img13963_C.jpg,870,881,RGB,JPEG
..\data\raw\img13963_D.jpg,859,868,RGB,JPEG
..\data\raw\img13963_E.jpg,848,875,RGB,JPEG
..\data\raw\img13963_F.jpg,847,878,RGB,JPEG
..\data\raw\img13964_A.jpg,853,855,RGB,JPEG
..\data\raw\img13964_B.jpg,880,886,RGB,JPEG
..\data\raw\img13964_C.jpg,872,882,RGB,JPEG
..\data\raw\img13964_D.jpg,866,876,RGB,JPEG
..\data\raw\img13964_E.jpg,859,883,RGB,JPEG
..\data\raw\img13964_F.jpg,848,881,RGB,JPEG
..\data\raw\img13965_single.jpg,1664,1021,RGB,JPEG
..\data\raw\img13966_A.jpg,1274,1224,RGB,JPEG
..\data\raw\img13966_B.jpg,1293,1225,RGB,JPEG
..\data\raw\img13967_single.jpg,1496,1105,RGB,JPEG
..\data\raw\img13968_A.jpg,1878,846,RGB,JPEG
..\data\raw\img13968_B.jpg,1264,636,RGB,JPEG
..\data\raw\img13968_B_2.jpg,1878,846,RGB,JPEG
..\data\raw\img13968_C.jpg,1263,620,RGB,JPEG
..\data\raw\img13968_D.jpg,1069,1073,RGB,JPEG
..\data\raw\img13968_E.jpg,1098,1071,RGB,JPEG
..\data\raw\img13968_E_2.jpg,1263,620,RGB,JPEG
..\data\raw\img13968_F.jpg,1264,643,RGB,JPEG
..\data\raw\img13969_A.jpg,631,609,RGB,JPEG
..\data\raw\img13969_B.jpg,628,596,RGB,JPEG
..\data\raw\img13969_B_2.jpg,1121,613,RGB,JPEG
..\data\raw\img13969_C.jpg,583,575,RGB,JPEG
..\data\raw\img13969_D.jpg,621,606,RGB,JPEG
..\data\raw\img13969_E.jpg,583,575,RGB,JPEG
..\data\raw\img13969_F.jpg,606,609,RGB,JPEG
..\data\raw\img13969_F_2.jpg,1340,593,RGB,JPEG
..\data\raw\img13969_G.jpg,1322,641,RGB,JPEG
..\data\raw\img13969_G_2.jpg,652,619,RGB,JPEG
..\data\raw\img13969_J.jpg,1331,633,RGB,JPEG
..\data\raw\img13969_K.jpg,1836,635,RGB,JPEG
..\data\raw\img13969_K_2.jpg,1340,593,RGB,JPEG
..\data\raw\img13969_M.jpg,1836,635,RGB,JPEG
..\data\raw\img13969_M_2.jpg,1339,669,RGB,JPEG
..\data\raw\img13969_M_3.jpg,1745,633,RGB,JPEG
..\data\raw\img13969_M_4.jpg,1263,622,RGB,JPEG
..\data\raw\img1396_A.jpg,1220,1133,RGB,JPEG
..\data\raw\img1396_B.jpg,1158,1133,RGB,JPEG
..\data\raw\img1396_C.jpg,1007,1134,RGB,JPEG
..\data\raw\img13970_A.jpg,492,461,RGB,JPEG
..\data\raw\img13970_B.jpg,518,503,RGB,JPEG
..\data\raw\img13970_C.jpg,481,492,RGB,JPEG
..\data\raw\img13970_C_2.jpg,609,481,RGB,JPEG
..\data\raw\img13970_D.jpg,487,486,RGB,JPEG
..\data\raw\img13970_D_2.jpg,476,503,RGB,JPEG
..\data\raw\img13970_D_3.jpg,489,475,RGB,JPEG
..\data\raw\img13970_D_4.jpg,479,473,RGB,JPEG
..\data\raw\img13970_E.jpg,479,473,RGB,JPEG
..\data\raw\img13970_G.jpg,519,480,RGB,JPEG
..\data\raw\img13970_H.jpg,500,493,RGB,JPEG
..\data\raw\img13970_H_2.jpg,983,943,RGB,JPEG
..\data\raw\img13970_H_3.jpg,574,488,RGB,JPEG
..\data\raw\img13970_H_4.jpg,468,487,RGB,JPEG
