path,width,height,mode,format
..\data\raw\img6821_H.jpg,881,892,RGB,JPEG
..\data\raw\img6821_H_2.jpg,881,901,RGB,JPEG
..\data\raw\img6822_A.jpg,884,864,RGB,JPEG
..\data\raw\img6822_B.jpg,871,840,RGB,JPEG
..\data\raw\img6822_C.jpg,885,865,RGB,JPEG
..\data\raw\img6822_D.jpg,893,849,RGB,JPEG
..\data\raw\img6822_E.jpg,876,891,RGB,JPEG
..\data\raw\img6822_F.jpg,884,894,RGB,JPEG
..\data\raw\img6822_G.jpg,881,895,RGB,JPEG
..\data\raw\img6822_H.jpg,883,890,RGB,JPEG
..\data\raw\img6823_A.jpg,882,896,RGB,JPEG
..\data\raw\img6823_B.jpg,916,898,RGB,JPEG
..\data\raw\img6823_C.jpg,890,899,RGB,JPEG
..\data\raw\img6823_D.jpg,894,899,RGB,JPEG
..\data\raw\img6824_A.jpg,1002,990,RGB,JPEG
..\data\raw\img6824_B.jpg,1016,1001,RGB,JPEG
..\data\raw\img6824_C.jpg,1010,998,RGB,JPEG
..\data\raw\img6824_D.jpg,998,1004,RGB,JPEG
..\data\raw\img6824_E.jpg,1007,1016,RGB,JPEG
..\data\raw\img6824_F.jpg,1001,1015,RGB,JPEG
..\data\raw\img6825_A.jpg,1004,997,RGB,JPEG
..\data\raw\img6825_B.jpg,1010,1007,RGB,JPEG
..\data\raw\img6825_C.jpg,1019,1003,RGB,JPEG
..\data\raw\img6825_D.jpg,998,1004,RGB,JPEG
..\data\raw\img6825_E.jpg,1002,1015,RGB,JPEG
..\data\raw\img6825_F.jpg,1001,1014,RGB,JPEG
..\data\raw\img6826_A.jpg,1002,984,RGB,JPEG
..\data\raw\img6826_B.jpg,1009,991,RGB,JPEG
..\data\raw\img6826_C.jpg,1011,992,RGB,JPEG
..\data\raw\img6826_D.jpg,1004,1010,RGB,JPEG
..\data\raw\img6826_E.jpg,996,1018,RGB,JPEG
..\data\raw\img6826_F.jpg,994,1017,RGB,JPEG
..\data\raw\img6827_A.jpg,1046,1028,RGB,JPEG
..\data\raw\img6827_B.jpg,987,1030,RGB,JPEG
..\data\raw\img6827_C.jpg,991,1024,RGB,JPEG
..\data\raw\img6827_D.jpg,1034,978,RGB,JPEG
..\data\raw\img6827_E.jpg,975,981,RGB,JPEG
..\data\raw\img6827_F.jpg,979,985,RGB,JPEG
..\data\raw\img6828_A.jpg,1525,1279,RGB,JPEG
..\data\raw\img6828_B.jpg,1486,1283,RGB,JPEG
..\data\raw\img6829_A.jpg,1195,1006,RGB,JPEG
..\data\raw\img6829_B.jpg,1187,1007,RGB,JPEG
..\data\raw\img6829_C.jpg,1180,1007,RGB,JPEG
..\data\raw\img682_A.jpg,1154,1030,RGB,JPEG
..\data\raw\img682_B.jpg,1201,1963,RGB,JPEG
..\data\raw\img682_C.jpg,1131,994,RGB,JPEG
..\data\raw\img682_D.jpg,1258,1007,RGB,JPEG
..\data\raw\img6830_A.jpg,1522,1234,RGB,JPEG
..\data\raw\img6830_B.jpg,1519,1237,RGB,JPEG
..\data\raw\img6831_A.jpg,1503,1060,RGB,JPEG
..\data\raw\img6831_B.jpg,1503,1061,RGB,JPEG
..\data\raw\img6832_A.jpg,1391,1140,RGB,JPEG
..\data\raw\img6832_B.jpg,1623,1141,RGB,JPEG
..\data\raw\img6833_single.jpg,1389,1104,RGB,JPEG
..\data\raw\img6834_A.jpg,989,554,RGB,JPEG
..\data\raw\img6834_C.jpg,980,789,RGB,JPEG
..\data\raw\img6834_D.jpg,963,610,RGB,JPEG
..\data\raw\img6834_E.jpg,1198,585,RGB,JPEG
..\data\raw\img6834_E_2.jpg,488,616,RGB,JPEG
..\data\raw\img6834_F.jpg,1412,816,RGB,JPEG
..\data\raw\img6835_single.jpg,2369,1728,RGB,JPEG
..\data\raw\img6836_A.jpg,1287,1265,RGB,JPEG
..\data\raw\img6836_B.jpg,1831,1235,RGB,JPEG
..\data\raw\img6836_B_2.jpg,1627,1203,RGB,JPEG
..\data\raw\img6836_C.jpg,888,492,RGB,JPEG
..\data\raw\img6836_C_2.jpg,884,488,RGB,JPEG
..\data\raw\img6836_D.jpg,860,478,RGB,JPEG
..\data\raw\img6836_E.jpg,869,504,RGB,JPEG
..\data\raw\img6836_F.jpg,1052,607,RGB,JPEG
..\data\raw\img6836_G.jpg,832,516,RGB,JPEG
..\data\raw\img6836_H.jpg,1055,630,RGB,JPEG
..\data\raw\img6837_A.jpg,1498,770,RGB,JPEG
..\data\raw\img6837_B.jpg,1426,762,RGB,JPEG
..\data\raw\img6837_C.jpg,1447,804,RGB,JPEG
..\data\raw\img6837_C_2.jpg,1098,688,RGB,JPEG
..\data\raw\img6837_D.jpg,1435,801,RGB,JPEG
..\data\raw\img6837_D_2.jpg,1476,781,RGB,JPEG
..\data\raw\img6837_E.jpg,1476,781,RGB,JPEG
..\data\raw\img6838_A.jpg,1143,1784,RGB,JPEG
..\data\raw\img6838_B.jpg,956,1756,RGB,JPEG
..\data\raw\img6838_C.jpg,940,652,RGB,JPEG
..\data\raw\img6838_D.jpg,962,662,RGB,JPEG
..\data\raw\img6839_A.jpg,881,2663,RGB,JPEG
..\data\raw\img6839_B.jpg,947,659,RGB,JPEG
..\data\raw\img6839_C.jpg,958,646,RGB,JPEG
..\data\raw\img6839_D.jpg,948,633,RGB,JPEG
..\data\raw\img6839_E.jpg,963,641,RGB,JPEG
..\data\raw\img6839_F.jpg,965,649,RGB,JPEG
..\data\raw\img6839_G.jpg,943,635,RGB,JPEG
..\data\raw\img6839_H.jpg,918,639,RGB,JPEG
..\data\raw\img6839_I.jpg,967,632,RGB,JPEG
..\data\raw\img683_E.jpg,951,698,RGB,JPEG
..\data\raw\img683_G.jpg,951,698,RGB,JPEG
..\data\raw\img6840_A.jpg,790,2698,RGB,JPEG
..\data\raw\img6840_B.jpg,968,669,RGB,JPEG
..\data\raw\img6840_C.jpg,973,652,RGB,JPEG
..\data\raw\img6840_D.jpg,960,651,RGB,JPEG
..\data\raw\img6840_E.jpg,972,645,RGB,JPEG
..\data\raw\img6840_F.jpg,969,662,RGB,JPEG
..\data\raw\img6840_G.jpg,956,646,RGB,JPEG
..\data\raw\img6840_H.jpg,954,643,RGB,JPEG
..\data\raw\img6840_I.jpg,973,640,RGB,JPEG
..\data\raw\img6841_A.jpg,1190,1921,RGB,JPEG
..\data\raw\img6841_B.jpg,960,1921,RGB,JPEG
..\data\raw\img6841_B_2.jpg,1190,1921,RGB,JPEG
..\data\raw\img6842_A.jpg,1410,1035,RGB,JPEG
..\data\raw\img6842_B.jpg,1589,1036,RGB,JPEG
..\data\raw\img6843_single.jpg,1720,1340,RGB,JPEG
..\data\raw\img6844_A.jpg,564,884,RGB,JPEG
..\data\raw\img6844_A_2.jpg,1009,882,RGB,JPEG
..\data\raw\img6844_B.jpg,560,885,RGB,JPEG
..\data\raw\img6844_C.jpg,564,884,RGB,JPEG
..\data\raw\img6844_C_2.jpg,1009,882,RGB,JPEG
..\data\raw\img6845_A.jpg,838,507,RGB,JPEG
..\data\raw\img6845_B.jpg,809,507,RGB,JPEG
..\data\raw\img6845_C.jpg,819,512,RGB,JPEG
..\data\raw\img6845_D.jpg,815,509,RGB,JPEG
..\data\raw\img6845_E.jpg,893,646,RGB,JPEG
..\data\raw\img6845_F.jpg,892,657,RGB,JPEG
..\data\raw\img6845_G.jpg,879,651,RGB,JPEG
..\data\raw\img6845_H.jpg,882,664,RGB,JPEG
..\data\raw\img6846_A.jpg,1173,809,RGB,JPEG
..\data\raw\img6846_B.jpg,1167,819,RGB,JPEG
..\data\raw\img6846_C.jpg,1164,791,RGB,JPEG
..\data\raw\img6846_D.jpg,1152,799,RGB,JPEG
..\data\raw\img6847_A.jpg,3053,1413,RGB,JPEG
..\data\raw\img6847_B.jpg,3049,1662,RGB,JPEG
..\data\raw\img6848_A.jpg,1543,1232,RGB,JPEG
..\data\raw\img6848_B.jpg,1527,1223,RGB,JPEG
..\data\raw\img6848_C.jpg,1476,2457,RGB,JPEG
..\data\raw\img6849_A.jpg,1622,1169,RGB,JPEG
..\data\raw\img6849_B.jpg,1392,2461,RGB,JPEG
..\data\raw\img6849_C.jpg,1570,1197,RGB,JPEG
..\data\raw\img684_A.jpg,1159,856,RGB,JPEG
..\data\raw\img684_B.jpg,1195,1716,RGB,JPEG
..\data\raw\img684_C.jpg,1132,976,RGB,JPEG
..\data\raw\img684_C_2.jpg,1162,944,RGB,JPEG
..\data\raw\img684_D.jpg,1205,992,RGB,JPEG
..\data\raw\img684_E.jpg,1132,976,RGB,JPEG
..\data\raw\img6850_A.jpg,1409,789,RGB,JPEG
..\data\raw\img6850_B.jpg,1604,746,RGB,JPEG
..\data\raw\img6850_C.jpg,1456,790,RGB,JPEG
..\data\raw\img6850_D.jpg,1605,744,RGB,JPEG
..\data\raw\img6850_E.jpg,1433,799,RGB,JPEG
..\data\raw\img6850_F.jpg,1628,749,RGB,JPEG
..\data\raw\img6850_G.jpg,1407,806,RGB,JPEG
..\data\raw\img6850_H.jpg,1629,820,RGB,JPEG
..\data\raw\img6851_A.jpg,1568,1090,RGB,JPEG
..\data\raw\img6851_B.jpg,1450,1091,RGB,JPEG
..\data\raw\img6852_A.jpg,1185,859,RGB,JPEG
..\data\raw\img6852_B.jpg,1165,866,RGB,JPEG
..\data\raw\img6852_B_2.jpg,1155,865,RGB,JPEG
..\data\raw\img6852_C.jpg,1176,872,RGB,JPEG
..\data\raw\img6852_C_2.jpg,1173,425,RGB,JPEG
..\data\raw\img6852_D.jpg,2350,493,RGB,JPEG
..\data\raw\img6852_D_2.jpg,1179,425,RGB,JPEG
..\data\raw\img6852_D_3.jpg,601,413,RGB,JPEG
..\data\raw\img6853_A.jpg,1177,852,RGB,JPEG
..\data\raw\img6853_B.jpg,1178,865,RGB,JPEG
..\data\raw\img6853_D.jpg,1202,423,RGB,JPEG
..\data\raw\img6853_D_2.jpg,1174,424,RGB,JPEG
..\data\raw\img6853_D_3.jpg,1144,441,RGB,JPEG
..\data\raw\img6854_A.jpg,725,885,RGB,JPEG
..\data\raw\img6854_A_2.jpg,751,883,RGB,JPEG
..\data\raw\img6854_B.jpg,751,883,RGB,JPEG
..\data\raw\img6855_A.jpg,1067,1206,RGB,JPEG
..\data\raw\img6855_B.jpg,1263,1219,RGB,JPEG
..\data\raw\img6856_A.jpg,1169,1123,RGB,JPEG
..\data\raw\img6856_B.jpg,1169,1123,RGB,JPEG
..\data\raw\img6856_C.jpg,1150,1126,RGB,JPEG
..\data\raw\img6856_E.jpg,760,443,RGB,JPEG
..\data\raw\img6857_A.jpg,1159,1191,RGB,JPEG
..\data\raw\img6857_A_2.jpg,1180,1180,RGB,JPEG
..\data\raw\img6857_B.jpg,1159,1191,RGB,JPEG
..\data\raw\img6857_C.jpg,1180,1185,RGB,JPEG
..\data\raw\img6857_D.jpg,1141,1207,RGB,JPEG
..\data\raw\img6857_E.jpg,1180,1185,RGB,JPEG
..\data\raw\img6858_A.jpg,1165,859,RGB,JPEG
..\data\raw\img6858_B.jpg,1181,869,RGB,JPEG
..\data\raw\img6858_C.jpg,1166,858,RGB,JPEG
..\data\raw\img6858_D.jpg,1046,866,RGB,JPEG
..\data\raw\img6858_E.jpg,1155,1249,RGB,JPEG
..\data\raw\img6858_F.jpg,1174,1251,RGB,JPEG
..\data\raw\img6859_A.jpg,1391,969,RGB,JPEG
..\data\raw\img6859_B.jpg,1354,965,RGB,JPEG
..\data\raw\img6859_C.jpg,1385,1027,RGB,JPEG
..\data\raw\img6859_D.jpg,1340,1046,RGB,JPEG
..\data\raw\img685_single.jpg,2212,873,RGB,JPEG
..\data\raw\img6861_A.jpg,1130,998,RGB,JPEG
..\data\raw\img6861_B.jpg,1199,1002,RGB,JPEG
..\data\raw\img6862_A.jpg,1183,926,RGB,JPEG
..\data\raw\img6862_B.jpg,1172,908,RGB,JPEG
..\data\raw\img6862_C.jpg,1190,915,RGB,JPEG
..\data\raw\img6862_D.jpg,1169,928,RGB,JPEG
..\data\raw\img6862_E.jpg,1190,986,RGB,JPEG
..\data\raw\img6863_A.jpg,1152,1129,RGB,JPEG
..\data\raw\img6863_B.jpg,1164,1142,RGB,JPEG
..\data\raw\img6863_C.jpg,789,712,RGB,JPEG
..\data\raw\img6863_D.jpg,1549,719,RGB,JPEG
..\data\raw\img6864_A.jpg,1320,765,RGB,JPEG
..\data\raw\img6864_B.jpg,1011,768,RGB,JPEG
..\data\raw\img6864_C.jpg,1161,869,RGB,JPEG
..\data\raw\img6864_D.jpg,1150,866,RGB,JPEG
..\data\raw\img6864_E.jpg,1154,882,RGB,JPEG
..\data\raw\img6864_F.jpg,1180,897,RGB,JPEG
..\data\raw\img6865_A.jpg,1020,986,RGB,JPEG
..\data\raw\img6865_B.jpg,977,988,RGB,JPEG
..\data\raw\img6865_C.jpg,1003,974,RGB,JPEG
..\data\raw\img6865_D.jpg,1007,1007,RGB,JPEG
..\data\raw\img6865_E.jpg,971,993,RGB,JPEG
..\data\raw\img6865_F.jpg,1012,996,RGB,JPEG
..\data\raw\img6866_A.jpg,1216,920,RGB,JPEG
..\data\raw\img6866_B.jpg,1117,921,RGB,JPEG
..\data\raw\img6867_A.jpg,1132,913,RGB,JPEG
..\data\raw\img6867_B.jpg,1149,930,RGB,JPEG
..\data\raw\img6867_C.jpg,1206,915,RGB,JPEG
..\data\raw\img6867_D.jpg,1185,915,RGB,JPEG
..\data\raw\img6867_E.jpg,1117,900,RGB,JPEG
..\data\raw\img6867_F.jpg,1181,919,RGB,JPEG
..\data\raw\img6868_A.jpg,1141,1002,RGB,JPEG
..\data\raw\img6868_B.jpg,1173,986,RGB,JPEG
..\data\raw\img6868_C.jpg,1152,992,RGB,JPEG
..\data\raw\img6868_D.jpg,1150,1008,RGB,JPEG
..\data\raw\img6869_A.jpg,1152,977,RGB,JPEG
..\data\raw\img6869_B.jpg,1176,825,RGB,JPEG
..\data\raw\img686_A.jpg,1502,1313,RGB,JPEG
..\data\raw\img686_B.jpg,1495,1342,RGB,JPEG
..\data\raw\img686_B_2.jpg,1501,1319,RGB,JPEG
..\data\raw\img686_D.jpg,1499,1376,RGB,JPEG
..\data\raw\img6870_single.jpg,2369,1344,RGB,JPEG
..\data\raw\img6871_A.jpg,1179,810,RGB,JPEG
..\data\raw\img6871_B.jpg,1206,820,RGB,JPEG
..\data\raw\img6871_C.jpg,1134,819,RGB,JPEG
..\data\raw\img6871_D.jpg,1169,830,RGB,JPEG
..\data\raw\img6871_E.jpg,1185,831,RGB,JPEG
..\data\raw\img6871_F.jpg,1155,834,RGB,JPEG
..\data\raw\img6872_single.jpg,1718,1406,RGB,JPEG
..\data\raw\img6873_A.jpg,1263,1558,RGB,JPEG
..\data\raw\img6873_B.jpg,836,1560,RGB,JPEG
..\data\raw\img6873_C.jpg,877,1559,RGB,JPEG
..\data\raw\img6874_A.jpg,1334,1060,RGB,JPEG
..\data\raw\img6874_B.jpg,1401,1078,RGB,JPEG
..\data\raw\img6875_single.jpg,1721,1154,RGB,JPEG
..\data\raw\img6876_single.jpg,1718,1474,RGB,JPEG
..\data\raw\img6877_A.jpg,1361,1196,RGB,JPEG
..\data\raw\img6877_B.jpg,1319,1202,RGB,JPEG
..\data\raw\img6878_A.jpg,2753,1139,RGB,JPEG
..\data\raw\img6878_A_2.jpg,1244,1057,RGB,JPEG
..\data\raw\img6878_B.jpg,1233,1176,RGB,JPEG
..\data\raw\img6878_D.jpg,1410,1210,RGB,JPEG
..\data\raw\img6879_A.jpg,1133,794,RGB,JPEG
..\data\raw\img6879_B.jpg,1157,795,RGB,JPEG
..\data\raw\img687_A.jpg,1150,810,RGB,JPEG
..\data\raw\img687_B.jpg,955,719,RGB,JPEG
..\data\raw\img687_C.jpg,1160,814,RGB,JPEG
..\data\raw\img687_C_2.jpg,629,456,RGB,JPEG
..\data\raw\img687_D.jpg,920,684,RGB,JPEG
..\data\raw\img687_F.jpg,938,674,RGB,JPEG
..\data\raw\img6880_A.jpg,868,897,RGB,JPEG
..\data\raw\img6880_B.jpg,758,896,RGB,JPEG
..\data\raw\img6880_C.jpg,999,584,RGB,JPEG
..\data\raw\img6881_A.jpg,1701,310,RGB,JPEG
..\data\raw\img6881_B.jpg,1701,304,RGB,JPEG
..\data\raw\img6881_C.jpg,1699,262,RGB,JPEG
..\data\raw\img6881_D.jpg,1693,302,RGB,JPEG
..\data\raw\img6881_E.jpg,1696,341,RGB,JPEG
..\data\raw\img6882_A.jpg,937,1207,RGB,JPEG
..\data\raw\img6882_B.jpg,937,944,RGB,JPEG
..\data\raw\img6882_B_2.jpg,1972,954,RGB,JPEG
..\data\raw\img6883_A.jpg,1358,1169,RGB,JPEG
..\data\raw\img6883_B.jpg,1307,1171,RGB,JPEG
..\data\raw\img6884_A.jpg,1336,1079,RGB,JPEG
..\data\raw\img6884_B.jpg,1386,1053,RGB,JPEG
..\data\raw\img6884_C.jpg,1491,1295,RGB,JPEG
..\data\raw\img6885_single.jpg,1692,1355,RGB,JPEG
..\data\raw\img6886_A.jpg,1326,1029,RGB,JPEG
..\data\raw\img6886_B.jpg,1317,2096,RGB,JPEG
..\data\raw\img6886_B_2.jpg,2760,2149,RGB,JPEG
..\data\raw\img6886_D.jpg,1330,2127,RGB,JPEG
..\data\raw\img6887_A.jpg,770,633,RGB,JPEG
..\data\raw\img6887_B.jpg,894,663,RGB,JPEG
..\data\raw\img6887_C.jpg,841,677,RGB,JPEG
..\data\raw\img6887_D.jpg,795,627,RGB,JPEG
..\data\raw\img6887_E.jpg,817,598,RGB,JPEG
..\data\raw\img6887_F.jpg,851,613,RGB,JPEG
..\data\raw\img6888_A.jpg,1147,879,RGB,JPEG
..\data\raw\img6888_B.jpg,1139,882,RGB,JPEG
..\data\raw\img6888_C.jpg,1147,972,RGB,JPEG
..\data\raw\img6888_D.jpg,1162,967,RGB,JPEG
..\data\raw\img6889_A.jpg,729,727,RGB,JPEG
..\data\raw\img6889_B.jpg,733,716,RGB,JPEG
..\data\raw\img6889_C.jpg,681,716,RGB,JPEG
..\data\raw\img6889_D.jpg,715,714,RGB,JPEG
..\data\raw\img6889_E.jpg,731,707,RGB,JPEG
..\data\raw\img6889_E_2.jpg,735,735,RGB,JPEG
..\data\raw\img6889_F.jpg,696,715,RGB,JPEG
..\data\raw\img6889_G.jpg,735,735,RGB,JPEG
..\data\raw\img6889_G_2.jpg,735,730,RGB,JPEG
..\data\raw\img6889_H.jpg,724,715,RGB,JPEG
..\data\raw\img6889_I.jpg,683,711,RGB,JPEG
..\data\raw\img688_A.jpg,1514,1130,RGB,JPEG
..\data\raw\img688_C.jpg,1519,1133,RGB,JPEG
..\data\raw\img6890_A.jpg,1468,1293,RGB,JPEG
..\data\raw\img6890_B.jpg,1199,1296,RGB,JPEG
..\data\raw\img6891_single.jpg,1723,1172,RGB,JPEG
..\data\raw\img6892_A.jpg,1300,1297,RGB,JPEG
..\data\raw\img6892_B.jpg,1303,1299,RGB,JPEG
..\data\raw\img6893_single.jpg,1720,1510,RGB,JPEG
..\data\raw\img6894_A.jpg,1345,1245,RGB,JPEG
..\data\raw\img6894_B.jpg,1344,1247,RGB,JPEG
..\data\raw\img6895_A.jpg,1341,1244,RGB,JPEG
..\data\raw\img6895_B.jpg,1343,1247,RGB,JPEG
..\data\raw\img6896_A.jpg,1720,1938,RGB,JPEG
..\data\raw\img6896_B.jpg,1708,955,RGB,JPEG
..\data\raw\img6896_B_2.jpg,1716,987,RGB,JPEG
..\data\raw\img6896_C.jpg,1718,1135,RGB,JPEG
..\data\raw\img6897_A.jpg,1696,1266,RGB,JPEG
..\data\raw\img6897_B.jpg,1697,1028,RGB,JPEG
..\data\raw\img6897_C.jpg,1696,982,RGB,JPEG
..\data\raw\img6897_C_2.jpg,1697,1149,RGB,JPEG
..\data\raw\img6897_C_3.jpg,1695,1475,RGB,JPEG
..\data\raw\img6898_A.jpg,1719,1288,RGB,JPEG
..\data\raw\img6898_B.jpg,1720,1029,RGB,JPEG
..\data\raw\img6898_C.jpg,1718,1043,RGB,JPEG
..\data\raw\img6899_A.jpg,1701,1409,RGB,JPEG
..\data\raw\img6899_B.jpg,1700,833,RGB,JPEG
..\data\raw\img6899_C.jpg,1701,1321,RGB,JPEG
..\data\raw\img6899_C_2.jpg,1700,991,RGB,JPEG
..\data\raw\img689_A.jpg,3050,673,RGB,JPEG
..\data\raw\img689_B.jpg,3051,606,RGB,JPEG
..\data\raw\img68_single.jpg,1712,1242,RGB,JPEG
..\data\raw\img6900_single.jpg,1718,1332,RGB,JPEG
..\data\raw\img6901_B.jpg,499,337,RGB,JPEG
..\data\raw\img6901_single.jpg,1701,1270,RGB,JPEG
..\data\raw\img6902_A.jpg,1382,850,RGB,JPEG
..\data\raw\img6902_B.jpg,1367,859,RGB,JPEG
..\data\raw\img6903_A.jpg,1699,612,RGB,JPEG
..\data\raw\img6903_B.jpg,1699,672,RGB,JPEG
..\data\raw\img6903_C.jpg,666,560,RGB,JPEG
..\data\raw\img6903_C_2.jpg,1601,588,RGB,JPEG
..\data\raw\img6904_A.jpg,1009,963,RGB,JPEG
..\data\raw\img6904_B.jpg,1487,973,RGB,JPEG
..\data\raw\img6905_A.jpg,1344,763,RGB,JPEG
..\data\raw\img6905_B.jpg,1408,821,RGB,JPEG
..\data\raw\img6905_C.jpg,1408,567,RGB,JPEG
..\data\raw\img6906_A.jpg,1140,915,RGB,JPEG
..\data\raw\img6906_B.jpg,938,932,RGB,JPEG
..\data\raw\img6906_C.jpg,1134,1109,RGB,JPEG
..\data\raw\img6906_D.jpg,929,1066,RGB,JPEG
..\data\raw\img6907_A.jpg,1456,1054,RGB,JPEG
..\data\raw\img6907_B.jpg,1112,1053,RGB,JPEG
..\data\raw\img6907_C.jpg,1367,1226,RGB,JPEG
..\data\raw\img6907_D.jpg,1127,1239,RGB,JPEG
..\data\raw\img6908_A.jpg,1699,1016,RGB,JPEG
..\data\raw\img6908_B.jpg,1697,1055,RGB,JPEG
..\data\raw\img6909_B.jpg,556,311,RGB,JPEG
..\data\raw\img6909_C.jpg,660,484,RGB,JPEG
..\data\raw\img6909_C_2.jpg,532,501,RGB,JPEG
..\data\raw\img6909_D.jpg,532,501,RGB,JPEG
..\data\raw\img6909_E.jpg,660,484,RGB,JPEG
..\data\raw\img690_A.jpg,1546,1368,RGB,JPEG
..\data\raw\img690_B.jpg,1450,1368,RGB,JPEG
..\data\raw\img6910_A.jpg,971,888,RGB,JPEG
..\data\raw\img6910_A_2.jpg,1328,913,RGB,JPEG
..\data\raw\img6910_B.jpg,987,886,RGB,JPEG
..\data\raw\img6910_C.jpg,971,888,RGB,JPEG
..\data\raw\img6910_C_2.jpg,987,886,RGB,JPEG
..\data\raw\img6910_D.jpg,954,913,RGB,JPEG
..\data\raw\img6910_E.jpg,961,921,RGB,JPEG
..\data\raw\img6910_E_2.jpg,954,913,RGB,JPEG
..\data\raw\img6910_E_3.jpg,1119,946,RGB,JPEG
..\data\raw\img6911_single.jpg,2369,1686,RGB,JPEG
..\data\raw\img6912_single.jpg,1721,1555,RGB,JPEG
..\data\raw\img6913_single.jpg,2365,1424,RGB,JPEG
..\data\raw\img6914_A.jpg,1565,1176,RGB,JPEG
..\data\raw\img6914_B.jpg,1533,1177,RGB,JPEG
..\data\raw\img6915_single.jpg,2369,1542,RGB,JPEG
..\data\raw\img6916_A.jpg,1265,1257,RGB,JPEG
..\data\raw\img6916_B.jpg,1254,1252,RGB,JPEG
..\data\raw\img6916_C.jpg,1252,1255,RGB,JPEG
..\data\raw\img6916_D.jpg,1245,1266,RGB,JPEG
..\data\raw\img6917_A.jpg,1262,1254,RGB,JPEG
..\data\raw\img6917_B.jpg,1257,1254,RGB,JPEG
..\data\raw\img6917_C.jpg,1250,1257,RGB,JPEG
..\data\raw\img6917_D.jpg,1248,1263,RGB,JPEG
..\data\raw\img6918_A.jpg,1020,1025,RGB,JPEG
..\data\raw\img6918_B.jpg,1032,1025,RGB,JPEG
..\data\raw\img6918_C.jpg,1022,1025,RGB,JPEG
..\data\raw\img6919_A.jpg,711,1043,RGB,JPEG
..\data\raw\img6919_B.jpg,697,1040,RGB,JPEG
..\data\raw\img6919_C.jpg,702,1044,RGB,JPEG
..\data\raw\img6919_D.jpg,687,1026,RGB,JPEG
..\data\raw\img6919_E.jpg,695,1049,RGB,JPEG
..\data\raw\img6919_F.jpg,710,1051,RGB,JPEG
..\data\raw\img6919_F_2.jpg,695,1051,RGB,JPEG
..\data\raw\img6919_G.jpg,695,1051,RGB,JPEG
..\data\raw\img6919_H.jpg,675,1047,RGB,JPEG
..\data\raw\img691_A.jpg,1214,961,RGB,JPEG
..\data\raw\img691_C.jpg,1194,969,RGB,JPEG
..\data\raw\img691_D.jpg,1949,1015,RGB,JPEG
..\data\raw\img691_D_2.jpg,1473,991,RGB,JPEG
..\data\raw\img6920_A.jpg,1023,1032,RGB,JPEG
..\data\raw\img6920_B.jpg,1031,1034,RGB,JPEG
..\data\raw\img6920_C.jpg,1026,1033,RGB,JPEG
..\data\raw\img6921_A.jpg,695,1242,RGB,JPEG
..\data\raw\img6921_B.jpg,715,1232,RGB,JPEG
..\data\raw\img6921_C.jpg,692,1243,RGB,JPEG
..\data\raw\img6921_D.jpg,719,1244,RGB,JPEG
..\data\raw\img6921_E.jpg,682,1256,RGB,JPEG
..\data\raw\img6921_F.jpg,715,1263,RGB,JPEG
..\data\raw\img6921_G.jpg,685,1258,RGB,JPEG
..\data\raw\img6921_H.jpg,715,1244,RGB,JPEG
..\data\raw\img6922_single.jpg,2368,1531,RGB,JPEG
..\data\raw\img6923_single.jpg,1721,1673,RGB,JPEG
..\data\raw\img6924_A.jpg,2364,669,RGB,JPEG
..\data\raw\img6924_B.jpg,2365,652,RGB,JPEG
..\data\raw\img6925_A.jpg,2753,878,RGB,JPEG
..\data\raw\img6925_B.jpg,1303,1465,RGB,JPEG
..\data\raw\img6925_C.jpg,1331,1475,RGB,JPEG
..\data\raw\img6925_E.jpg,1357,1499,RGB,JPEG
..\data\raw\img6926_A.jpg,2538,725,RGB,JPEG
..\data\raw\img6926_B.jpg,2446,1133,RGB,JPEG
..\data\raw\img6926_C.jpg,1182,1258,RGB,JPEG
..\data\raw\img6926_D.jpg,1167,1287,RGB,JPEG
..\data\raw\img6927_single.jpg,2566,833,RGB,JPEG
..\data\raw\img6928_A.jpg,2560,749,RGB,JPEG
..\data\raw\img6928_B.jpg,1247,1420,RGB,JPEG
..\data\raw\img6928_C.jpg,1234,1432,RGB,JPEG
..\data\raw\img6928_D.jpg,1234,1432,RGB,JPEG
..\data\raw\img6929_single.jpg,2353,3223,RGB,JPEG
..\data\raw\img692_A.jpg,3048,1005,RGB,JPEG
..\data\raw\img692_B.jpg,3044,1132,RGB,JPEG
..\data\raw\img6930_single.jpg,1718,1427,RGB,JPEG
..\data\raw\img6931_A.jpg,1718,1267,RGB,JPEG
..\data\raw\img6931_B.jpg,1718,1406,RGB,JPEG
..\data\raw\img6931_C.jpg,1714,1352,RGB,JPEG
..\data\raw\img6932_A.jpg,1368,1539,RGB,JPEG
..\data\raw\img6932_B.jpg,1368,1542,RGB,JPEG
..\data\raw\img6933_A.jpg,1497,1650,RGB,JPEG
..\data\raw\img6933_B.jpg,1497,1650,RGB,JPEG
..\data\raw\img6933_B_2.jpg,2559,2433,RGB,JPEG
..\data\raw\img6933_C.jpg,2559,2433,RGB,JPEG
..\data\raw\img6934_A.jpg,1394,1531,RGB,JPEG
..\data\raw\img6934_B.jpg,1394,1531,RGB,JPEG
..\data\raw\img6935_A.jpg,1448,1647,RGB,JPEG
..\data\raw\img6935_B.jpg,1460,1623,RGB,JPEG
..\data\raw\img6935_B_2.jpg,1448,1647,RGB,JPEG
